Категория;Подкатегория;Имя RU;Имя EN;Имя TW;Имя CN;Имя KR;Имя JP;Имя PT;Имя TH;Имя FR;Имя DE;Имя SP
Украшения;Cave;Пещерные кораллы;Cave Coral Group;洞穴石化像;洞穴石化雕像;동굴 암초군;洞窟の珊瑚の群れ;Grupo de Coral de Caverna;Cave Coral Group;Groupe de corail des cavernes;Höhlen-Korallengruppe;Arrecife de coral de cueva
Украшения;Cave;Пещерное ископаемое;Cave Fossil;洞穴海妖巢穴;洞穴海妖之巢;동굴 화석;洞窟の化石;Fóssil de Caverna;Cave Fossil;Fossile des cavernes;Höhlen-Fossil;Fósil de cueva
Украшения;Cave;Окаменевшая фигура из пещер;Cave Petrified Figure;;;동굴 석화 조각상;洞窟の石化した像;Figura Petrificada de Caverna;Cave Petrified Figure;Figure pétrifiée des cavernes;Versteinerte Höhlenfigur;Figura petrificada de cueva
Украшения;Cave;Гнездо сирены из пещер;Cave Siren Nest;;;동굴 사이렌 둥지;洞窟のセイレーンの巣;Ninho de Sereia da Caverna;Cave Siren Nest;Nid de sirènes des cavernes;Höhlen-Sirenennest;Nido de sirenas de cueva
Украшения;Coastal;Костер на берегу;Shore Bonfire;篝火;篝火;바닷가 모닥불;海岸の薪;Fogueira Litorânea;Shore Bonfire;Feu de camp du littoral;Küstensignalfeuer;Hoguera de Orilla
Украшения;Coastal;Ветки плавника;Driftwood Branches;漂流木堆;漂流木堆;표류목 나뭇가지;流木の枝;Galhos de Madeira Balsa;Driftwood Branches;Branches de bois flotté;Treibholzzweige;Ramas de Madera de Naufragio
Украшения;Coastal;Мёртвая рыба;Dead Fish;死魚;死鱼;죽은 물고기;魚の死体;Peixe Morto;Dead Fish;Poisson mort;Toter Fisch;Pez Muerto
Украшения;Coastal;Обломки крушения;Shore Plank Debris;破碎木板;破碎木板;바닷가 널빤지 잔해;海岸の板の破片;Destroços de Tábuas no Litoral;Shore Plank Debris;Débris de planches du littoral;Küstenwrackteile;Escombros de Tablón de Orilla
Украшения;Coastal;Прибрежные камни;Shore Rocks;石塊;石块;바닷가 바위;海岸の石;Rochas Litorâneas;Shore Rocks;Rochers littoraux;Küstenfelsen;Rocas de Orilla
Украшения;Coastal;Дохлая чайка;Dead Seagull;海鷗屍體;海鸥灵盒;죽은 바다갈매기;カモメの死体;Gaivota Morta;Dead Seagull;Mouette morte;Tote Möwe;Gaviota Muerta
Украшения;Coastal;Дохлая чайка на палочке;Dead Seagull On Stick;穿刺海鷗;死去的海鸥;막대기에 꽂힌 죽은 바다갈매기;串刺しのカモメの死体;Gaivota Morta no Palito;Dead Seagull On Stick;Mouette morte embrochée;Tote Möwe auf Pfahl;Gaviota Muerta Empalada
Украшения;Coastal;Противень людоеда;Cannibal Sheet;鋪地布;铺地布;식인종 덮개;人食いの敷布;Folha Canibal;Cannibal Sheet;Drap de cannibale;Kannibalentuch;Sábana Caníbal
Украшения;Coastal;Полено на берегу;Shore Stub;小石柱;小石柱;바닷가 그루터기;海岸の尖った石;Ponta do Litoral;Shore Stub;Écueil du littoral;Buhne;Cabo de Orilla
Украшения;Coastal;Слизняки;Slugs;蛞蝓;蛞蝓;민달팽이;ナメクジ;Lesmas;Slugs;Limaces;Schnecken;Babosas
Украшения;Coastal;Мухи;Flies;蒼蠅;苍蝇;파리;ハエ;Moscas;Flies;Mouches;Fliegen;Moscas
Украшения;Coastal;Пляжные мухи;Beach Flies;海灘蒼蠅;海滩苍蝇;해변 파리;スナバエ;Pernilongos;Beach Flies;Moustiques;Strandfliegen;Moscas de playa
Украшения;Coastal;Рой мух;Fly Swarm;飛蟲;飞虫;파리 무리;ハエの群れ;Enxame de Mosquitos;Fly Swarm;Nuée de mouches;Fliegenschwarm;Enjambre de moscas
Украшения;Coastal;Жухлая трава;Blown Grass;風吹落葉;风吹落叶;흩날린 풀;ブラウングラス;Grama Sopradas;Blown Grass;Herbe emportée par le vent;Verwehtes Gras;Hiebra soplada
Украшения;Coastal;Останки лодки;Boat Remains;木船殘骸;木船残骸;보트 잔해;小舟の残骸;Restos de Barco;Boat Remains;Décombres de bateau;Bootsüberreste;Restos de Bote
Украшения;Coastal;Останки большой лодки;Large Boat Remains;大型木船殘骸;大型木船残骸;대형 보트 잔해;小舟の大きな残骸;Restos Grandes de Barco;Large Boat Remains;Gros décombres de bateau;Überreste eines großen Bootes;Restos de Bote Grande
Украшения;Coastal;Разбитая лодка;Boat Wreckage;甲板殘骸;甲板残骸;난파선 잔해;難破船の一部;Naufrágio;Boat Wreckage;Épave;Schiffswrack;Bote Destruido
Украшения;Coastal;Промокшее бревно;Driftwood Log;漂流木;漂流木;표류목 통나무;流木の丸太;Tora de Madeira Balsa;Driftwood Log;Rondin de bois flotté;Treibholzstamm;Troco de Madera de Naufragio
Украшения;Coastal;Арка из плавника;Driftwood Archway;漂流碎木;漂流碎木;표류목 아치문;流木でできたアーチの入り口;Arcada de Madeira Balsa;Driftwood Archway;Porche voûté en bois flotté;Treibholz-Torbogen;Arco de Madera de Naufragio
Украшения;Coastal;Скрещенные мачты;Mast Arch;船桅殘骸;船桅残骸;돛대 아치;帆船のマストでできたアーチ状の入り口;Arco do Mastro;Mast Arch;Arche composée de mâts;Mastbogen;Arco de Mástil
Украшения;Coastal;Гнездо роа;Rhoa Nest;恐喙鳥巢;恐喙鸟巢;로아 둥지;ロアの巣;Ninho de Rhoa;Rhoa Nest;Nid de rhoa;Rhoa-Nest;Nido de Rhoa
Украшения;Coastal;Гнездо чайки;Seagull Nest;海鷗巢;海鸥巢;바다갈매기 둥지;カモメの巣;Ninho da Gaivota;Seagull Nest;Nid de mouette;Möwennest;Nido de Gaviota
Украшения;Coastal;Скалы;Large Rocks;大石塊;大石块;대형 바위;巨大な岩;Pedras Grandes;Large Rocks;Gros rochers;Große Felsen;Piedras Grandes
Украшения;Coastal;Крупное укрепление;Large Fortification;大型瞭望護欄;大型防护栏;대형 방어 시설;巨大な防壁;Fortificação Grande;Large Fortification;Imposantes fortifications;Große Festung;Fortificación Grande
Украшения;Coastal;Баррикада;Fortification;瞭望護欄;防护栏;방어 시설;防壁;Fortificação;Fortification;Fortifications;Festung;Fortificación
Украшения;Coastal;Пень болотного дерева;Swamp Tree Stump;沼澤樹根;沼泽树根;늪 나무 그루터기;沼の切り株;Toco de Árvore do Pântano;Swamp Tree Stump;Souche d'arbre des marais;Sumpfbaumstumpf;Tocón de Árbol de Pantano
Украшения;Coastal;Болотное дерево;Swamp Tree;沼澤大樹;沼泽大树;늪 나무;沼の木;Árvore do Pântano;Swamp Tree;Arbre des marais;Sumpfbaum;Árbol de Pantano
Украшения;Coastal;Сгнившая мёртвая рыба;Rotten Dead Fish;裝飾物：腐爛死魚;腐烂的死鱼;썩은 죽은 물고기;腐った魚;Peixe Morto Apodrecido;Rotten Dead Fish;Poisson pourri;Verrotteter toter Fisch;Pez Muerto podrido
Украшения;Coastal;Рифовый коралл;Reef Coral;裝飾物：珊瑚礁;珊瑚礁;암초 산호;サンゴ礁;Coral do Recífe;Reef Coral;Récif corallien;Riffkoralle;Arrecife de Coral
Украшения;Coastal;Прибрежный коралл;Beach Coral;裝飾物：珊瑚灘;滩礁;해변 산호;ビーチサンゴ;Coral da Praia;Beach Coral;Corail de plage;Strandkoralle;Playa de Coral
Украшения;Coastal;Коралловые растения;Coral Grass;裝飾物：珊瑚草;珊瑚草;산호 풀;サンゴ草;Grama de Coral;Coral Grass;Végétaux coralliens;Korallengras;Hierbas de Coral
Украшения;Coastal;Коралловые наросты;Coral Barnacles;裝飾物：珊瑚藤蔓;珊瑚礁藤壶;산호 따개비;サンゴフジツボ;Percevejos de Corais;Coral Barnacles;Bernacles coralliennes;Korallen-Seepocken;Percebe de Coral
Украшения;Coastal;Морские жёлуди;Barnacles;裝飾物：藤蔓;藤壶;따개비;フジツボ;Percevejos;Barnacles;Bernacles;Seepocken;Percebes
Украшения;Coastal;Группа кораллов;Coral Cluster;裝飾物：珊瑚群;珊瑚丛;산호 군락;サンゴ群;Grupo de Corais;Coral Cluster;Amas de corail;Korallenansammlung;Colonia de Corales
Украшения;Coastal;Коралловые образования;Coral Formation;裝飾物：珊瑚堆;珊瑚群;산호층;サンゴ樹;Formação de Corais;Coral Formation;Formation corallienne;Korallenformation;Formación de Corales
Украшения;Coastal;Каменные образования;Rock Formation;裝飾物：石堆;石群;암석층;岩石層;Formação Rochosa;Rock Formation;Formation rocheuse;Steinformation;Formación rocosa
Украшения;Coastal;Останки пирата;Pirate Remains;裝飾物：海盜遺體;海盗遗骨;해적 유해;海賊の死体;Destroços de Pirata;Pirate Remains;Restes de pirate;Piratenüberreste;Restos piratas
Украшения;Coastal;Кордилина;Cabbage Tree;包心菜樹;卷心菜树;양배추 나무;キャベツツリー;Árvore de Repolhos;Cabbage Tree;Cordyline australe;Kohlbaum;Cordiline
Украшения;Coastal;Харакеке;Harakeke;哈拉克克;亚麻;하라케케;ハラケケ;Harakeke;Harakeke;Harakeke;Harakeke;Harakeke
Украшения;Coastal;Тонкосемянник;Manuka Tree;瑪努卡樹;麦卢卡树;마누카 나무;マヌカツリー;Árvore-chá;Manuka Tree;Manuka;Manuka-Baum;Árbol manuka
Украшения;Coastal;Ропалостилис;Nikau Palm;尼考棕櫚;尼考棕榈;니카우 야자;ニカウパーム;Palmeira Nikau;Nikau Palm;Palmier Nikau;Nikau-Palme;Palmera nikau
Украшения;Coastal;Похутукава;Pohutukawa;波胡圖卡瓦;圣诞树;포후투카와;ポフツカワ;Pohutukawa;Pohutukawa;Pohutukawa;Pohutukawa;Pohutukawa
Украшения;Coastal;Циатея;Punga;本加;蒲加;푼가;プンガ;Punga;Punga;Fougère argentée;Punga;Punga
Украшения;Coastal;Песчаный кустарник;Sand Tussock;砂地叢生草;沙丛;모래 잔디풀;砂地の茂み;Tufo da Areia;Sand Tussock;Spinifex poilu;Sandgrasbüschel;Hierba de arena
Украшения;Coastal;Морская водоросль;Seaweed;海藻;海草;해초;海藻;Alga;Seaweed;Algues;Seetang;Alga marina
Украшения;Coastal;Маленький береговой камень;Small Shore Rock;小型礁岩;小海滨岩石;작은 바닷가 바위;小さな海岸の岩;Rocha Pequena da Orla;Small Shore Rock;Petit rocher de rivage;Kleiner Küstenfelsen;Roca costera pequeña
Украшения;Coastal;Средний береговой камень;Medium Shore Rock;中型礁岩;中海滨岩石;중간 크기 바닷가 바위;中くらいの海岸の岩;Rocha Mediana da Orla;Medium Shore Rock;Rocher de rivage intermédiaire;Mittlerer Küstenfelsen;Roca costera mediana
Украшения;Coastal;Большой береговой камень;Large Shore Rock;大型礁岩;大海滨岩石;큰 바닷가 바위;巨大な海岸の岩;Rocha Grande da Orla;Large Shore Rock;Grand rocher de rivage;Großer Küstenfelsen;Roca costera grande
Украшения;Coastal;Береговая галька;Shoreline Pebbles;濱海鵝卵石;海岸线卵石;해안선 조약돌;海岸の小石;Pedregulhos da Orla;Shoreline Pebbles;Galets du littoral;Küstenschotter;Piedrecitas costeras
Украшения;Coastal;Береговой кустарник;Shoreline Fern;濱海蕨;海岸线蕨草;해안선 고사리;海岸のシダ;Moita da Orla;Shoreline Fern;Fougère du littoral;Küstenfarn;Helecho costero
Украшения;Encampment;Бочки;Barrels;木桶;木桶;통;樽;Barris;Barrels;Tonneaux;Fässer;Barriles
Украшения;Encampment;Преграда;Barricade;木柵;木栅;방벽;バリケード;Barricada;Barricade;Barricade;Barrikade;Barricada
Украшения;Encampment;Корзина;Basket;籃子;木篮;바구니;かご;Cesta;Basket;Panier;Korb;Cesta
Украшения;Encampment;Ведра;Buckets;木盆;木盆;양동이;バケツ;Baldes;Buckets;Seaux;Eimer;Cubos
Украшения;Encampment;Повозка;Palisade Cart;推車;木栅推车;목책 수레;杭を乗せたカート;Carrinho de Paliçada;Palisade Cart;Charette;Palisadenkarren;Carro de Empalizada
Украшения;Encampment;Дрова;Chopped Wood;木材;木材;나무토막;薪;Madeira Cortada;Chopped Wood;Bois coupé;Kleinholz;Madera Talada
Украшения;Encampment;Сушильня рыбы;Fish Stand;曬魚架;晒鱼架;물고기 걸이;魚干し台;Banca de Peixes;Fish Stand;Séchoir à poissons;Fischstand;Estante de Peces
Украшения;Encampment;Частокол;Palisade;直立木柵;直立木栅;목책;杭柵;Paliçada;Palisade;Palissade;Palisade;Empalizada
Украшения;Encampment;Глиняный горшок;Clay Pot;陶罐;陶盆;점토 항아리;素焼鉢;Vaso de Barro;Clay Pot;Pot en argile;Lehmtopf;Maceta de Arcilla
Украшения;Encampment;Группа горшков;Pot Line;陶罐架;陶罐架;항아리 걸이;食器干し;Linha de Cubas;Pot Line;Ustensiles de cuisine;Topfreihe;Fila de Macetas
Украшения;Encampment;Пойманный роа;Hunted Rhoa;曬鳥架;猎捕的鸟;사냥한 로아;捕えたロア;Rhoa Caçado;Hunted Rhoa;Rhoa chassé;Gejagter Rhoa;Rhoa cazado
Украшения;Encampment;Куча мусора;Scrap Pile;廢料堆;废料堆;폐품 더미;ゴミの山;Pilha de Sucata;Scrap Pile;Tas de babioles;Schutthaufen;Montón de Chatarra
Украшения;Encampment;Удобное бревно;Sitting Log;樹幹;树干;좌석 통나무;丸太椅子;Banqueta de Toco;Sitting Log;Rondin;Baumstamm;Tronco para Sentarse
Украшения;Encampment;Факел;Torch;火炬;火炬;횃불;トーチ;Tocha;Torch;Torche;Fackel;Antorcha
Украшения;Encampment;Урна;Urn;甕;陶瓮;단지;壺;Urna;Urn;Urne;Urne;Urna
Украшения;Encampment;Телега;Wagon;貨車;货车;짐마차;ワゴン;Carroça;Wagon;Chariot;Wagen;Carretón
Украшения;Encampment;Флаг;Flag;旗幟;旗帜;깃발;旗;Bandeira;Flag;Drapeau;Flagge;Bandera
Украшения;Encampment;Котёл;Cauldron;大鍋爐;大锅汤;가마솥;大釜;Caldeirão;Cauldron;Chaudron;Kessel;Caldero
Украшения;Encampment;Разбойничья палатка;Bandit Tent;盜賊帳篷;盗贼帐篷;도적 천막;盗賊のテント;Tenda de Bandidos;Bandit Tent;Tente de bandit;Banditenzelt;Carpa de Bandidos
Украшения;Encampment;Костер;Fireplace;壁爐;壁炉;벽난로;暖炉;Lareira;เตาผิง;Cheminée;Feuerstelle;Chimenea
Украшения;Encampment;Лагерный плед;Camp Rug;營地地毯;营地地毯;야영지 깔개;暖炉の周りに置く敷物;Tapete de Acampamento;Camp Rug;Tapis de campement;Lagerteppich;Alfombra de campamento
Украшения;Encampment;Средняя палатка;Medium Tent;中型帳篷;中型帐篷;중형 천막;中型のテント;Tenda Média;Medium Tent;Tente moyenne;Mittleres Zelt;Carpa Mediana
Украшения;Encampment;Большая палатка;Large Tent;大型帳篷;大型帐篷;대형 천막;大型のテント;Tenda Grande;Large Tent;Grande tente;Großes Zelt;Carpa Grande
Украшения;Encampment;Укреплённая дверь;Fortification Door;石頭拱門;石头拱门;방어 시설 문;補強された入り口;Porta de Fortificação;Fortification Door;Porte des fortifications;Festungstür;Puerta de Fortificación
Украшения;Encampment;Ворота частокола;Palisade Gate;木頭拱門;木头拱门;목책 정문;杭柵でできた入り口;Portão Paliçado;Palisade Gate;Portail de palissade;Palisadentor;Puerta de Empalizada
Украшения;Encampment;Палатка дозорного;Lookout's Booth;瞭望所;哨站遮雨棚;망루;見張り小屋;Cabine de Vigílha;Lookout's Booth;Poste d'observation;Aussichtsstand;Cabina de Vigilancia
Украшения;Encampment;Приговоры изгнанников;Letters of Exile;流亡者的信;流放者的信;유배자의 편지;追放の宣告;Cartas de Exílio;Letters of Exile;Lettres d'exil;Pfahl mit Briefen;Cartas de Exiliado
Украшения;Encampment;Развалины маяка;Lighthouse Remains;燈塔遺跡;灯塔遗迹;등대 유적;灯台の残骸;Restos do Farol;Lighthouse Remains;Décombres de phare;Leuchtturmüberreste;Restos de Faro
Украшения;Encampment;Погасший костер;Ashen Bonfire;裝飾物：蒼白篝火;灰白篝火;잿빛 모닥불;灰の薪;Fogueira em Cinzas;Ashen Bonfire;Feu de camp cendreux;Aschfahles Lagerfeuer;Hoguera de cenizas
Украшения;Encampment;Мешок из грубой ткани;Burlap Sack;裝飾物：粗麻布袋;粗布麻袋;삼베 자루;黄麻布の袋;Pano de Saco;Burlap Sack;Sac en jute;Leinensack;Saco de arpillera
Украшения;Encampment;Разрушенная преграда;Destroyed Barricade;裝飾物：毀壞的柵欄;被摧毁的木栅;파괴된 방벽;破壊されたバリケード;Barricada Destruída;Destroyed Barricade;Barricade détruite;Zerstörte Barrikade;Barricada destrozada
Украшения;Encampment;Покрытый снегом тюк сена;Snowy Hay Bale;裝飾物：覆雪盤綑草;积雪的草垛;눈 덮인 건초 더미;雪の積もった干し草;Fardo de Feno Nevado;Snowy Hay Bale;Botte de foin enneigée;Schneebedeckter Heuballen;Fardo de Heno Nevado
Украшения;Encampment;Манекен-мишень;Target Dummy;裝飾物：魁儡;假人;대상 인형;ターゲットダミー;Boneco de Alvo;Target Dummy;Mannequin d'entraînement;Übungspuppe;Muñeco de entrenamiento
Украшения;Encampment;Деревянная преграда;Wooden Barricade;裝飾物：木製圍欄;木制木栅;목재 방벽;木のバリケード;Barricada de Madeira;Wooden Barricade;Barricade en bois;Holzbarrikade;Barricada de Madera
Украшения;Encampment;Деревянное ведро;Wooden Bucket;裝飾物：木製桶;木制篮子;목재 양동이;木のバスケット;Balde de Madeira;Wooden Bucket;Seau en bois;Holzeimer;Cubo de Madera
Украшения;Encampment;Деревянный табурет;Wooden Stool;裝飾物：木製凳;木制凳子;목재 걸상;木のスツール;Banco de Madeira;Wooden Stool;Tabouret en bois;Holzstuhl;Taburete de Madera
Украшения;Encampment;Деревянное корыто;Wooden Tray;裝飾物：木製托盤;木制托盘;나무 쟁반;木のトレイ;Bandeja de Madeira;Wooden Tray;Plateau en bois;Holzablage;Bandeja de Madera
Украшения;Encampment;Деревянный станок;Wooden Workbench;裝飾物：木製工作台;木制工作台;목재 작업대;木の作業台;Mesa de Trabalho de Madeira;Wooden Workbench;Établi en bois;Holzwerkbank;Mesa de Trabajo de Madera
Украшения;Encampment;Мостовая Заставы Львиного глаза;Lioneye's Watch Ground;裝飾物：獅眼守望地板;狮眼守望地表;라이온아이 초소 바닥;ライオンアイウォッチの地面;Solo da Vigília de Lioneye;Lioneye's Watch Ground;Sol du Guet d'Œil de Lion;Boden aus Löwenauges Wacht;Suelo de la Vigilancia de Lioneye
Украшения;Encampment;Строения;Settlement Buildings;駐紮地建築;定居点建筑;정착지 건물;入植地の建物;Construções do Assentamento;Settlement Buildings;Bâtiments coloniaux;Siedlungsgebäude;Edificaciones del asentamiento
Украшения;Encampment;Кровать из лагеря;Encampment Bed;營地床鋪;营地床铺;야영지 침대;野営地のベッド;Cama do Acampamento;Encampment Bed;Lit de campement;Lagerbett;Cama de campamento
Украшения;Encampment;Сундук из лагеря;Encampment Chest;營地箱子;营地箱子;야영지 상자;野営地のチェスト;Baú do Acampamento;Encampment Chest;Coffre de campement;Lagertruhe;Cofre de campamento
Украшения;Encampment;Ящик из лагеря;Encampment Crate;營地木箱;营地储物帐篷;야영지 나무상자;野営地の木箱;Caixote do Acampamento;Encampment Crate;Caisse de campement;Lagerkiste;Cajón de campamento
Украшения;Encampment;Складская палатка из лагеря;Encampment Storage Tent;營地儲帳;营地桌子;야영지 창고 막사;野営地の物資保管用テント;Tenda de Armazenamento do Acampamento;Encampment Storage Tent;Tente de stockage de campement;Lagerzelt;Tienda almacén de campamento
Украшения;Encampment;Стол из лагеря;Encampment Table;營地桌;营地容器堆;야영지 탁자;野営地のテーブル;Mesa do Acampamento;Encampment Table;Table de campement;Lagertisch;Mesa de campamento
Украшения;Encampment;Груда ящиков из лагеря;Encampment Container Cluster;營地容器群;营地装备;야영지 용기 더미;野営地の集積コンテナ;Agrupamento de Contêineres do Acampamento;Encampment Container Cluster;Groupement de conteneurs de campement;Lagerbehälteransammlung;Contenedores de campamento
Украшения;Encampment;Снаряжение из лагеря;Encampment Equipment;營地裝備;;야영지 장비;野営地の装備;Equipamento do Acampamento;Encampment Equipment;Équipement de campement;Lagerausrüstung;Equipamiento de campamento
Украшения;Faridun;Фаридунская маска;Faridun Mask;法里登之面;法里顿面具;파리둔 가면;ファリドゥンの仮面;Máscara de Faridun;Faridun Mask;Masque faridun;Faridun-Maske;Máscara faridun
Украшения;Faridun;Книга Яманры;The Book of Jamanra;賈嫚拉之書;亚曼拉之书;자만라의 책;ジャマンラの本;O Livro de Jamanra;คัมภีร์แห่งจามันรา;Le Livre de Jamanra;Das Buch von Jamanra;El libro de Jamanra
Украшения;Faridun;Фаридунские цепи;Faridun Chains;法里登鎖鏈;法里顿锁链;파리둔 사슬;ファリドゥンの鎖;Correntes Faridun;Faridun Chains;Chaînes fariduns;Faridun-Ketten;Cadenas faridun
Украшения;Faridun;Фаридунские грузы;Faridun Cargo;法里登貨物;法里顿货箱;파리둔 화물;ファリドゥンの積み荷;Carga Faridun;Faridun Cargo;Cargo faridun;Faridun-Fracht;Cargamento faridun
Украшения;Faridun;Баллиста фаридунцев;Faridun Ballista;法里登弩砲;法里顿弩车;파리둔 쇠뇌;ファリドゥンのバリスタ;Balista Faridun;Faridun Ballista;Baliste faridun;Faridun-Balliste;Balista faridun
Украшения;Faridun;Фаридунские инструменты;Faridun Tools;法里登工具;法里顿工具;파리둔 도구;ファリドゥンの工具;Ferramentas Faridun;Faridun Tools;Outils fariduns;Faridun-Werkzeuge;Herramientas faridun
Украшения;Faridun;Фаридунские верёвки;Faridun Ropes;法里登繩索;法里顿绳索;파리둔 밧줄;ファリドゥンの縄;Cordas Faridun;Faridun Ropes;Cordes fariduns;Faridun-Seile;Cuerdas faridun
Украшения;Faridun;Фаридунское оружие;Faridun Weapons;法里登武器;法里顿军械;파리둔 무기;ファリドゥンの武器;Armas Faridun;Faridun Weapons;Armes fariduns;Faridun-Waffen;Armas faridun
Украшения;Faridun;Фаридунские светильники;Faridun Lights;法里登之光;法里顿灯具;파리둔 불빛;ファリドゥンの光源;Luzes Faridun;Faridun Lights;Lumières fariduns;Faridun-Beleuchtung;Luces faridun
Украшения;Faridun;Фардидунская баррикада;Faridun Barricade;法里登路障;法里顿路障;파리둔 방벽;ファリドゥンのバリケード;Barricada Faridun;Faridun Barricade;Barricade faridun;Faridun-Barrikade;Barricada faridun
Украшения;Faridun;Фаридунское газебо;Faridun Gazebo;法里登涼亭;法里顿露台;파리둔 정자;ファリドゥンの見晴らし台;Gazebo Faridun;Faridun Gazebo;Belvédère faridun;Faridun-Pavillon;Gacebo faridun
Украшения;Faridun;Фаридунский трон;Faridun Throne;法里登王座;法里顿王座;파리둔 왕좌;ファリドゥンの玉座;Trono Faridun;Faridun Throne;Trône faridun;Faridun-Thron;Trono faridun
Украшения;Faridun;Фаридунская лампа;Faridun Burner;法里登火爐;法里顿火炉;파리둔 화로;ファリドゥンのバーナー;Incensário Faridun;Faridun Burner;Brûleur faridun;Faridun-Räuchergefäß;Quemador faridun
Украшения;Faridun;Фаридунская ткань;Faridun Cloth;法里登布料;法里顿布匹;파리둔 천;ファリドゥンの帆;Pano Faridun;Faridun Cloth;Étoffe faridun;Faridun-Tuch;Tela faridun
Украшения;Faridun;Фаридунские клети;Faridun Cages;法里登籠子;法里顿囚笼;파리둔 창살;ファリドゥンの檻;Jaulas Faridun;Faridun Cages;Cages fariduns;Faridun-Käfige;Jaulas faridun
Украшения;Faridun;Портал - ускоритель частиц;Particle Accelerator Portal;時空之門．粒子加速器;时空之门：粒子加速器;입자 가속기 포탈;素粒子加速器ポータル;Efeito de Portal: Acelerador de Partículas;เอฟเฟควาร์ปเครื่องเร่งอนุภาค;Effet de portail : Accélérateur de particules;Partikelbeschleuniger-Portal;Efecto de Acelerador de partículas para portal
Украшения;Faridun;Стрела молнии фаридунцев;Portal Effect;時空之門特效;闪电箭矢：法里顿;포탈 이펙트;ファリドゥンのライトニングアローエフェクト;Efeito: Flecha Relampejante Faridun;เอฟเฟคศรสายฟ้า ฟาริดัน;Effet de Flèche de foudre : Faridun;Blitzpfeil der Faridun;Efecto de Faridun para Flecha de rayo
Украшения;Faridun;Громоотвод фаридунцев;Faridun;法里登;引雷针：法里顿;파리둔;ファリドゥンのライトニングロッドエフェクト;Efeito: Para-raio Faridun;เอฟเฟคเสาล่อฟ้า ฟาริดัน;Effet de Flèche paratonnerre : Faridun;Blitzrute der Faridun;Efecto de Faridun para Pararrayos
Украшения;Faridun;Магнетический залп фаридунцев;Faridun Lightning Arrow Effect;閃電箭矢．法里登;磁性齐射：法里顿;파리둔 번개 화살 이펙트;ファリドゥンのマグネティックサルヴォエフェクト;Efeito: Salva Magnética Faridun;เอฟเฟคแม่เหล็กกระหน่ำยิง ฟาริดัน;Effet de Salve magnétique : Faridun;Magnetische Salve der Faridun;Efecto de Faridun para Salva magnética
Украшения;Faridun;Стрела призыва бури фаридунцев;Lightning Arrow Skin;閃電箭矢外觀;唤雷箭：法里顿;번개 화살 스킨;ファリドゥンのストームコーラーアローエフェクト;Efeito: Flecha Tempestuosa Faridun;เอฟเฟคศรเรียกวายุ ฟาริดัน;Effet de Flèche mande-orage : Faridun;Sturmrufer-Pfeil der Faridun;Efecto de Faridun para Flecha invocadora de tormentas
Украшения;Faridun;Стрела цепной молнии фаридунцев;Faridun Lightning Rod Effect;雷霆之杖．法里登;连环震击箭：法里顿;파리둔 피뢰침 이펙트;ファリドゥンのショックチェインアローエフェクト;Efeito: Flecha da Cadeia Eletrizante Faridun;เอฟเฟคศรชิ่งช็อค ฟาริดัน;Effet de Flèche électro-ricochante : Faridun;Schockkettenpfeil der Faridun;Efecto de Faridun para Flecha de cadena electrocutante
Украшения;Faridun;Громовая метка фаридунцев;Lightning Rod Skin;雷霆之杖外觀;流电印记：法里顿;피뢰침 스킨;ファリドゥンの電流の呪印エフェクト;Efeito: Marca Voltáica Faridun;เอฟเฟคคำแช่งก่อประจุ ฟาริดัน;Effet de Marque voltaïque : Faridun;Voltaisches Mal der Faridun;Efecto de Faridun para Señal voltaica
Украшения;Faridun;Стрела-проводник фаридунцев;Faridun Magnetic Salvo Effect;電磁齊射．法里登;电殛箭：法里顿;파리둔 자성 포화 이펙트;ファリドゥンのエレクトロカッティングアローエフェクト;Efeito: Flecha Eletrocutante Faridun;เอฟเฟคศรช็อตประสาท ฟาริดัน;Effet de Flèche foudroyante : Faridun;Elektrisierender Pfeil der Faridun;Efecto de Faridun para Flecha paralizante
Украшения;Faridun;Вестник грома фаридунцев;Magnetic Salvo Skin;電磁齊射外觀;闪电之捷：法里顿;자성 포화 스킨;ファリドゥンのヘラルドオブサンダーエフェクト;Efeito: Arauto Trovejante Faridun;เอฟเฟคสาสน์สายฟ้า ฟาริดัน;Effet de Héraut du tonnerre : Faridun;Herold des Donners der Faridun;Efecto de Faridun para Heraldo de trueno
Украшения;Maraketh;Фонарь маракетов;Maraketh Lantern;裝飾物：馬拉克斯燈籠;马拉克斯灯笼;마라케스 등불;マラケスの灯篭;Lanterna Maraketh;Maraketh Lantern;Lanterne maraketh;Maraketh-Laterne;Farol Maraketh
Украшения;Maraketh;Куча бамбука;Bamboo Pile;裝飾物：竹堆;竹子堆;대나무 더미;竹材の山;Pilha de Bambu;Bamboo Pile;Bambous empilés;Bambushaufen;Pila de bambú
Украшения;Maraketh;Бамбуковый забор;Bamboo Fence;裝飾物：竹籬笆;竹子栅栏;대나무 우리;竹の柵;Cerca de Bambu;Bamboo Fence;Palissade en bambou;Bambuszaun;Cerca de bambú
Украшения;Maraketh;Бамбуковая ширма;Bamboo Divider;裝飾物：竹隔板;竹子隔板;대나무 칸막이;竹の仕切り;Divisor de Bambu;Bamboo Divider;Cloison en bambou;Bambustrennwand;Divisor de bambú
